-2.865246816759514559e+02,4.320458468606194202e+01,9.004110453203367115e+01,3.903232873855714047e+01,3.622329208929861011e+01
-2.386169114294876010e+02,4.006479072137786090e+01,9.218243747013514167e+01,4.441177962809996416e+01,1.818098294321621822e+01
-3.054382603884516811e+02,6.298624315398971163e+00,4.017982526721299052e+01,1.941511507566410089e+01,6.798209180538859187e+01
-2.431736472220945302e+02,5.143676722691217407e+01,5.738553618174441340e+01,2.339101024934622330e+01,6.287146058652945158e+01
-8.830751356244314820e+01,6.994927391329596844e+01,2.933202124050697890e+01,6.414751450899136564e+00,3.898763416835056006e+01
-1.772513776002950294e+02,4.750064488957760034e+01,2.249929312346177213e+01,2.690820406898923878e+01,6.804061388477433070e+01
-2.542407332174994110e+02,5.364458099520976475e+01,5.546978936493653833e+01,3.891746416966277167e+01,6.734495084871939241e+01
-2.010147796376732856e+02,8.436411107821911060e+01,2.713663776858087218e+01,2.152724133052889144e+01,9.616942134504778039e+01
-2.850437744657649546e+02,7.564228435872792033e+01,8.601579009479746674e+01,5.211484232475368827e+01,6.105762114895444626e+01
-1.666897080652636873e+02,6.346382418512047963e+01,2.271720695729895212e+01,9.797383076904473853e+01,8.612913545936434900e+01
-1.155730217719661397e+02,7.007183091673411468e+01,7.253347239123901602e+01,6.040017432528465946e+01,8.748603329205206336e+00
-1.237600887788980231e+02,6.494397067913214983e+01,3.014735242592934128e+01,8.388533143522593605e+01,5.892628379682491868e+01
-8.328331687341572831e+01,1.988469328849419426e+01,4.245857047555248442e+01,1.180024194959625738e+01,7.430970000409931053e-01
-1.777422570644409063e+02,1.707092592116996599e+01,4.560898958361385525e+01,7.614560545124633961e+01,2.963737254810896360e+01
-3.551742479617245749e+02,9.549748592756461107e+01,9.652078267415039647e+01,6.075742268846191507e+01,8.418813912986003345e+01
-1.840696155441848134e+02,4.185821029011438377e-01,1.313145054993240990e+01,5.726197084021088557e+01,6.413010165723852651e+01
-1.272052630099356776e+02,4.845525333073245378e+01,4.110862449569794563e+01,1.468601885660529760e+01,3.130524206679971044e+01
-1.103753154848012343e+02,3.960707662716990995e+01,6.296854830210051546e+01,4.461247876627051312e+01,7.089690226260414008e+00
-1.035959935408459103e+02,7.317770534480662548e+01,3.967803743805057337e+01,5.686965786946826285e+01,4.558864380670820537e+01
-2.026563917681821465e+02,5.131849785217250570e+01,8.771881020665408357e+01,3.965658110722723961e+01,1.017241278056598652e+01
-2.940399350317974267e+02,6.517998240671542476e+01,8.592170862549966159e+01,9.000510803401729376e+00,4.648715399860721220e+01
-2.288177222666450348e+02,2.712026038320157895e+01,5.445909907906249714e+01,1.341193341334989686e+00,4.335650891143494334e+01
-2.298652988134174961e+02,3.622534659410180069e+01,7.244234527788445632e+01,2.735817945923884054e+01,2.417246611033812087e+01
-1.852377742292013636e+02,4.418829956808070136e+01,4.330490683529595231e+01,1.136910774150223791e+00,4.987769774151408342e+01
-3.531896770907069936e+02,5.510226271436048506e+01,5.591929116818549517e+01,1.188451604163601694e+01,9.517012278762580024e+01
-3.916134301657030505e+02,4.286903906938528053e+01,7.295782477222037699e+01,9.652950646281820468e+01,9.140208951432747142e+01
-3.956221800780475064e+02,6.945026476135997484e+01,8.644525339104056627e+01,6.714978348812212516e+01,8.764055970193213341e+01
-4.556214752171058535e+02,1.115198880908365808e+01,7.129774534580211309e+01,3.473577074249221397e+01,9.534856089519855971e+01
-2.729454187370645286e+02,6.020839456653910560e+01,6.440158114559379499e+01,2.655349046510798772e+01,7.209494757255366437e+01
-3.527455668697600117e+02,6.926194520514999908e+01,7.926385325518464242e+01,4.154525726663810303e+01,9.132974103116289655e+01
-1.121780625772072000e+02,9.045304481268462382e+01,2.751003950851459479e+01,4.908900915463664205e+01,6.785288865474743147e+01
-2.219333879628472914e+02,3.404030924451825513e+01,5.887210428527570372e+01,2.059583791995066449e+01,3.173276584128189626e+01
-3.696665445851998015e+02,8.881692626617631703e+00,5.633765449453312613e+01,7.238890800652963975e+00,7.827256552720275806e+01
2.849732019739528255e+01,8.490978789279813554e+01,2.660039805246161393e+01,8.241085242135969935e+00,9.999559655584455697e+00
-1.701538563584886958e+02,3.361704176121962462e+01,6.107075165089999302e+01,2.185709247873375460e+01,1.898050256229344512e+01
-1.834056985739886443e+02,6.902827256129131683e+01,2.819697059542520634e+01,6.497315688966357072e+01,7.979124752613859073e+01
-1.671259771645874537e+02,2.685907539903298158e+01,8.299906560049652882e+00,9.278617120012975761e+01,8.965973669512992217e+01
-2.528401749444886661e+02,5.378741659515764439e+01,7.975103815698683718e+01,9.864970956472053842e+01,4.535881430951679505e+01
-6.346883524311704150e+01,2.371015103971003768e+01,4.356445576145063114e+00,7.849454380752968063e+01,3.688139328444668763e+01
2.631493910789425783e+01,9.465013440342248430e+01,4.416273846177764995e+01,5.205969948906729883e+01,3.236190498594782028e+00
-1.591421367797582604e+02,7.040183016851335651e+01,5.155697084910494254e+01,4.441299912597108346e+01,4.250952807120113874e+01
-1.717507432665963449e+02,4.209542542114419916e+00,4.538374460663929355e+00,3.778703333308897072e+01,7.134086007267076468e+01
-1.630768488180355860e+02,9.111592542972685749e+01,2.285205005167110315e+01,8.187095131562202255e+01,9.789705705580351491e+01
-3.045451692551613405e+02,7.780421376204172290e+00,8.484896263374081116e+01,2.491713781164482810e+01,2.628832617378801118e+01
-5.692458290923756437e-01,4.601207444268180780e+01,1.574824179517608869e+01,1.570871904859920676e+01,9.330368403539690547e+00
-1.501940251174736431e+02,6.878006451079421879e+01,2.872491872183733363e+01,2.954390316889075052e+01,6.705402778438215705e+01
-2.719025656194853724e+01,1.016685299446743507e+01,4.012321431117960024e-01,4.376378551195280409e+01,1.986372028550274038e+01
-2.359037214264926376e+02,3.104607482265332408e+01,1.669910184776537321e+01,4.981004559305035428e+01,9.151446485657518792e+01
-2.164892092161274206e+02,4.553967645525365526e+01,5.292703160151132380e+01,9.702979193469727193e+01,6.062338932819404391e+01
3.241075020120466377e+01,2.642251050544891555e+01,6.308011867644969684e+00,6.293607279687370237e+01,5.928317470720534388e-01
-9.587442182579816574e+01,8.377864694209216623e+01,6.745637631141327972e+01,3.995046094957599436e-01,6.476750099639505542e+00
-2.248846964803905379e+01,4.833133403536778872e+01,1.578258967232050125e+01,1.593601831739296415e+01,1.802108517015503963e+01
