-1.661538504162517427e+02,6.562242265911922345e+01,6.501343198222997444e+01,6.379518640866439227e+01,7.078922586960902663e+01,7.354315468447751414e+01,6.886484868414297011e+01
-1.146044832753131146e+02,2.041690381139300570e+01,2.306306505935303619e+01,2.034409411476915608e+01,4.126977940750474971e+01,3.922936466390297028e+01,3.777455667198722722e+01
1.090732436586658416e+01,2.873429076741623689e+01,2.796010879109193681e+01,2.323734590444326997e+01,1.396182393240419373e+01,1.018217735038900074e+01,1.182410372460460479e+01
1.081482372147452509e+02,8.393928681571006223e+01,8.469125129205423264e+01,8.555020478248071925e+01,1.251096195339994566e+01,1.365540371761134608e+01,1.353624883228379616e+01
3.580589315158411523e+01,7.229821334544425326e+01,7.322539247882578195e+01,7.483855882619832300e+01,2.543530000324485485e+01,2.821529547417535611e+01,2.878843004908147307e+01
-2.085955996713169611e+02,8.524565890373187926e+01,8.500035666320593464e+01,8.172218686624314898e+01,9.480709765166426450e+01,9.379627042221899558e+01,9.224733116244708242e+01
-1.186090307876110188e+02,1.590167322228932534e+01,1.725578023381970993e+01,1.674563315017115528e+01,3.896685339795222802e+01,3.790832450325346059e+01,3.835542801862950313e+01
-3.357189527262693218e+02,1.047943985143101564e+01,1.254149606154966889e+01,1.248862207346912712e+01,9.049627857856788182e+01,9.013691300429768205e+01,9.137723966752402305e+01
-1.082805555343860675e+02,4.086605380093292439e+01,3.921675436152236927e+01,4.177254547482031910e+01,4.769340279718534958e+01,4.896450204404604278e+01,4.881120650254449345e+01
-1.733227238341029590e+02,8.076300961236849218e+01,8.083328628826092199e+01,8.260167331836092330e+01,8.122143528733052165e+01,8.365102901522307377e+01,7.799656999240002619e+01
-1.227633202032615429e+02,6.483910298729136912e+01,6.529031234725371746e+01,6.368964175435242936e+01,6.117501674336502759e+01,6.153928223372061268e+01,6.142902677555655089e+01
-6.539838295229510834e+01,2.660675896279250807e+01,2.340733398474814919e+01,2.619531181932213215e+01,3.282861916751345177e+01,3.299315679299976267e+01,3.043116134969232789e+01
-1.613112999752325436e+02,2.658055199910842603e+01,2.651199330573845714e+01,2.550034819319143153e+01,5.450123696288111574e+01,5.835753057497654339e+01,5.242374068387651675e+01
-1.988895977243234938e+02,5.201660502448929435e+01,5.190792230844314759e+01,5.198068027906171551e+01,7.523938267956434345e+01,7.424513488304846476e+01,7.301990282830385581e+01
-2.159966066356047634e+02,6.515495206442297160e+01,6.117059177884021182e+01,6.151657008432512441e+01,8.560371373938916406e+01,8.795837667348631328e+01,8.837107326573793387e+01
-2.876538083282266598e+02,1.346634498843162220e+01,1.042567700785799012e+01,1.457259356194723310e+01,7.405448851174271852e+01,7.427188285467974538e+01,7.561180992653925159e+01
6.430024215099253126e+01,9.900806736588442902e+01,1.011975530360354441e+02,9.981570445387716006e+01,3.125810089068978925e+01,3.020138436428209516e+01,3.478940557042345461e+01
1.090576646071923861e+01,7.507161544154725163e+01,7.788642985080505809e+01,7.599995235907329061e+01,3.891215301320439579e+01,3.880163311670586523e+01,3.707691462372015678e+01
1.547249841424224712e+02,8.650817971784557869e+01,8.875923564768116591e+01,8.554689731784930018e+01,5.912950244459747040e+00,6.041428332499870102e+00,4.767870077226845638e+00
9.662566775449548118e+01,7.892412490840136741e+01,7.912077982680565924e+01,8.128131429230400329e+01,1.778035097777901541e+01,1.768830838653326509e+01,1.678922222655744534e+01
-2.126511777803802090e+02,9.128091495981172443e+01,9.046173381335918862e+01,8.972945585350404940e+01,9.853787365620375738e+01,1.014912420415730168e+02,9.967794416385315515e+01
-2.300983159464859398e+02,8.984097078222551147e+01,9.559708639622398607e+01,9.192434222573909608e+01,9.955885260641532852e+01,9.946564853392418115e+01,9.548940935450103495e+01
-1.176953920994821345e+02,3.444908644020253519e+01,3.535617774089466536e+01,3.634228975473539691e+01,4.943044257915215667e+01,5.258582839165508460e+01,4.570668004506443083e+01
-2.817485005145504928e+01,6.944965746747190849e+01,6.748706644626977891e+01,6.768812697227718900e+01,4.202963559392274107e+01,4.080993389811909111e+01,4.058719152752726700e+01
-2.307820038363930450e+02,4.977291802795130593e+01,5.117182940521522028e+01,5.290677420112474749e+01,8.385233889001413843e+01,8.165533446606204393e+01,8.534511588480670241e+01
-2.299191727413752631e+02,8.011279071372780436e+01,7.888245830755150223e+01,7.861464141598756328e+01,9.392259328195902413e+01,9.687072708197166548e+01,9.692006782231391071e+01
-1.116034717520086872e+02,3.202489290889687368e+01,3.252148180845979653e+01,3.155774108233498509e+01,4.607201341348754653e+01,4.533177119699469415e+01,4.505083827235301186e+01
-3.970386697834289862e+02,7.426323082455588143e+00,7.205388798353328461e+00,4.437074283113673800e+00,9.834051506470963488e+01,9.873484656021400951e+01,9.819465516762087987e+01
-2.653526929205701776e+02,5.308145688349549118e+01,5.248156692921054400e+01,5.386059261432146883e+01,9.510065016334475274e+01,9.690319980553077528e+01,9.873113788316231876e+01
-1.349499563634414869e+02,8.409713616461719710e+01,8.256371104618605727e+01,8.090159380336423567e+01,7.240439733500649311e+01,7.345624467307376904e+01,7.197918674321738308e+01
-1.158156019516504927e+02,5.175449358301165148e+01,5.337701453136575935e+01,4.922549548568989763e+01,5.408105416216374550e+01,5.544537423858173497e+01,5.294161153206643178e+01
1.418066821308187286e+02,6.607472892042054013e+01,6.804242576019672128e+01,6.574650208652157346e+01,3.188093052400886585e+00,2.836534234729375825e+00,3.614836193746720383e+00
-1.480208607234363001e+02,7.114169675398898107e+01,7.065117246577128185e+01,7.417656593974784585e+01,7.185504612782426648e+01,7.198449958497425882e+01,7.409907912505596528e+01
2.326887916340906060e+01,1.878276921781044706e+01,2.138602269522924360e+01,1.941552617036260742e+01,6.896829640679758455e+00,7.455816667697471090e+00,7.504002169719989901e+00
4.739892655352874584e+01,6.180878201106924053e+01,6.263950364901706536e+01,6.307144551231402119e+01,1.904414749402422302e+01,1.985801634162953633e+01,2.039536321192779411e+01
-2.783290324333822241e+02,2.617897840423459854e+01,2.499842634007067943e+01,2.376934537333679032e+01,8.195678885786247747e+01,7.948414112338849691e+01,8.106776194053645668e+01
-1.549841954241115047e+02,4.718944040275799523e+01,4.498254254571371291e+01,4.419280170777793870e+01,6.156304709846899215e+01,6.392329492684796577e+01,6.134506334389492110e+01
1.105678528880666818e+02,7.084431580339827406e+01,7.040277084322059409e+01,7.163234578588851775e+01,5.901387712336991775e+00,5.741155802581014100e+00,7.058371078111361996e+00
1.576991634878169180e+02,9.152778962094605220e+01,9.312948535512761339e+01,9.449510144216820606e+01,8.135534202533623471e+00,6.614795847725776667e+00,5.045696944688504715e+00
9.559548783480011025e+00,3.409612258540312268e+01,3.423325307534491202e+01,3.276702629341214390e+01,1.426421381115726739e+01,1.464942607809892472e+01,1.748218228038516031e+01
-1.053246765586658711e+02,8.910273522164654025e+01,8.968052690305341912e+01,9.035709154672966292e+01,7.373510070845665609e+01,7.562606401927605759e+01,7.185055098667079676e+01
-2.018893135155837726e+01,9.233611464118179413e+01,9.220227547802251422e+01,9.606062075782463694e+01,5.159258348717044385e+01,5.233881254816273554e+01,5.159638240107678087e+01
-1.495520609669289342e+02,4.971671104736729774e+01,5.273944933565386606e+01,4.697444562553175729e+01,6.932986930351147237e+01,6.595989153290295803e+01,6.549542370552963177e+01
-1.862191798467320041e+02,7.627030499512463280e+01,7.607503944452800226e+01,7.406617284510480204e+01,8.719089013631415241e+01,8.624232718904899286e+01,8.559480580471785061e+01
3.512152163076853384e+01,9.079785565208931075e+01,9.006583267942083637e+01,8.864181524110634314e+01,3.368056658191096631e+01,3.299575091217076306e+01,3.408515658781326607e+01
-2.347804141377974076e+02,4.341703147121389605e+01,4.277590388083707751e+01,4.525886977745620499e+01,8.115337015962484202e+01,8.330086615093192393e+01,8.126648273995743921e+01
8.466847369555743796e+01,7.701472684385726097e+01,7.971784300146262581e+01,7.492227745967372243e+01,1.656320602380680995e+01,1.730022968454705179e+01,1.647942608060906622e+01
-9.098668261408130320e+01,6.406237084417972483e+01,6.075991025976230731e+01,6.340717359104313289e+01,5.521952648826849952e+01,5.590006791676692188e+01,5.690492306717455051e+01
1.039524174952385351e+02,8.140293865748134294e+01,8.001007171311961486e+01,8.257848219706529846e+01,1.055947529095090331e+01,1.199180829830963901e+01,1.196365995888126932e+01
-1.448288920666968593e+01,1.114182310783432506e+01,1.203295637068416468e+01,1.014335270452807514e+01,6.527162858231627673e+00,7.515561627408946066e+00,6.072221393872156092e+00
-1.157786503068841881e+02,9.557271743246008100e+01,9.511561909780839130e+01,9.362957816321262783e+01,7.569463578085155575e+01,7.591439924929881045e+01,7.742507037285416516e+01
-2.216687828565257234e+02,2.294683267457485698e+01,2.355025372775345360e+01,2.200705882014465686e+01,6.694683485232934572e+01,6.672502912263325925e+01,6.625566532017191435e+01
9.474410347986908221e+01,6.471785214170667189e+01,6.586542906429383493e+01,6.547137319989457183e+01,6.041176555469918164e+00,9.800273596603792825e+00,4.246574443120485043e+00
-1.814706803135813402e+02,4.856659845579497414e+01,4.685256182480393505e+01,4.725618040067992354e+01,6.918723914382883322e+01,6.828007110891496723e+01,6.792181968991422991e+01
1.117921400292868270e+02,8.158596060506773995e+01,8.226295854208379410e+01,7.838223408281253057e+01,1.356845975273488492e+01,1.362951510456378301e+01,1.597555002373865918e+01
-3.000471768322017283e+02,6.118402759667596058e+00,8.493066697071110838e+00,7.082868465347353926e+00,7.738465791831484353e+01,7.778212118517330964e+01,7.603304685268248875e+01
6.795331797928491824e+01,6.851388915893973319e+01,6.760840124574373533e+01,6.874796108967933606e+01,2.040245043352068066e+01,1.557696041657059105e+01,2.294200846578425157e+01
-2.160112712228438738e+02,2.939811023233580656e+01,2.878526384198637444e+01,3.032643873175188176e+01,7.161042476787362432e+01,7.309602916892110613e+01,7.032123130692708912e+01
-1.158648913924331509e+02,8.410205771818706921e+01,8.354220584964910756e+01,8.293495827216028715e+01,6.920819565715842714e+01,7.143134608196155000e+01,6.343961454394027299e+01
-3.015909826602086241e+02,2.420845252213326049e+01,2.540733368459834551e+01,2.425360770429542967e+01,8.674530841607806053e+01,8.918262505486525527e+01,8.809892829187697316e+01
-2.390810343776865352e+02,2.785768291382384376e+01,2.902733329391138994e+01,3.017466785448401367e+01,7.315090721879251134e+01,7.173184473587670595e+01,6.948024988678928082e+01
-2.906989057417910089e+02,3.410798901385677340e+01,3.500944448408088050e+01,3.535656348852613462e+01,9.168839085226237273e+01,8.811313821714981032e+01,9.123617606752104336e+01
8.170029258922872373e+01,9.902903216604644854e+01,1.009747622755200211e+02,9.816130124680125846e+01,3.357223046441703929e+01,3.600246030389854468e+01,3.628250840626840557e+01
-6.386583992714174229e+01,4.029174667297771606e+01,4.522894318233856836e+01,4.052951683730420740e+01,3.543894124421533576e+01,3.665667429535557886e+01,3.573054259542297473e+01
8.817782502702394254e+01,8.568537777060608107e+01,8.472441785079512044e+01,8.796765663823784109e+01,2.182096742346757523e+01,1.900660774788919838e+01,2.646208968650594073e+01
-1.156390678081103971e+02,1.229074779284046137e+01,1.452073663984839413e+01,1.427858506810264672e+01,3.355459870527061383e+01,3.179438839922558557e+01,3.432099019925779970e+01
-1.284069347886660637e+02,9.973941431367066457e+01,9.691819424718180187e+01,1.000307180109277709e+02,8.404788152769606313e+01,8.472273088050528145e+01,8.423073406840957489e+01
